income,expenses,total_savings,monthly_savings,membership_duration,loan_amount,duration,num_dependents,expected_return,guarantor_salary,collateral_value,collateral_type,collateral_type_score,has_guarantor,business_type,purpose,borrower_type,default_probability,defaulted
9242,5469,58309,2533,29,35373,11,5,57627,6702,25934,livestock,0.4,1,Agriculture,Working Capital,farmer,0.505,1
12178,5547,52662,1591,25,147095,21,4,293210,0,77685,other,0.2,0,Agriculture,Agricultural Input,farmer,1.0,1
3575,2301,59214,3875,10,118647,10,3,96558,1378,86395,other,0.2,1,Agriculture,Agricultural Input,farmer,1.0,1
15379,9946,62048,972,6,174618,10,2,254523,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
40077,17508,111951,8386,21,214997,45,2,718684,36907,634780,property,1.0,1,Technology,Vehicle Purchase,professional,0.1562,0
55852,19901,454495,20017,53,210529,33,0,422258,70749,562321,property,1.0,1,Services,Business Expansion,professional,0.0713,0
19767,8606,133545,4993,11,149339,20,6,208622,0,179348,equipment,0.5,0,Food & Beverage,Equipment Purchase,small_trader,0.7495,1
17911,12374,31628,3271,25,76917,20,2,102565,12008,40786,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,0.6918,1
8186,5074,62857,3914,19,99836,17,2,132132,0,17134,equipment,0.5,0,Agriculture,Working Capital,farmer,1.0,1
18169,7163,296749,5044,30,287811,31,2,937893,24194,604475,vehicle,0.8,1,Services,Business Expansion,professional,1.0,1
26456,14907,127944,4277,16,277249,20,1,479470,29086,444540,property,1.0,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
3960,2941,12442,240,13,39707,10,8,20823,0,10128,other,0.2,0,Services,Other,daily_laborer,1.0,1
11430,7424,149462,2176,19,156092,16,4,383075,0,218831,equipment,0.5,0,Wholesale,Equipment Purchase,small_trader,1.0,1
33611,13461,126997,5483,41,161990,22,3,400065,45852,147683,savings,0.7,1,Services,Education,civil_servant,0.3732,1
16886,10107,107591,2405,15,224409,17,3,299084,12819,115363,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,1.0,1
7314,3521,60986,2768,12,95855,20,5,87832,4546,18363,livestock,0.4,1,Agriculture,Equipment Purchase,farmer,1.0,1
52936,23406,278499,16769,45,239813,41,3,638645,66875,298373,vehicle,0.8,1,Technology,Business Expansion,professional,0.135,0
28682,13829,28719,9023,41,347591,26,5,1084236,0,415287,vehicle,0.8,0,Technology,Working Capital,micro_entrepreneur,1.0,1
29305,17491,136161,8920,16,340913,10,0,527346,32319,434462,equipment,0.5,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
29900,14256,196748,4385,16,159585,24,1,309780,0,113802,vehicle,0.8,0,Services,Equipment Purchase,micro_entrepreneur,0.4262,1
8115,4527,34070,5579,27,92703,24,1,141513,3083,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
26293,9581,85458,5505,59,320398,28,0,834890,28951,368620,property,1.0,1,Other,Vehicle Purchase,civil_servant,1.0,1
24712,14127,44106,6549,10,238595,22,3,464294,17149,235760,other,0.2,1,Wholesale,Working Capital,small_trader,1.0,1
10605,5696,108606,4587,12,160430,8,0,355355,13075,216785,vehicle,0.8,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
26734,13318,198069,2419,28,282674,18,2,980873,25227,267617,property,1.0,1,Services,Working Capital,micro_entrepreneur,1.0,1
6263,3462,147722,3397,37,160009,5,4,231982,5457,114202,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
14626,8614,144251,3314,30,198234,10,3,394986,18337,355137,vehicle,0.8,1,Services,Working Capital,micro_entrepreneur,1.0,1
4702,3281,27730,891,13,65424,11,5,60515,1150,2601,other,0.2,1,Construction,Other,daily_laborer,1.0,1
15797,7513,414088,15492,59,764789,35,1,1438129,11720,1915056,vehicle,0.8,1,Other,Vehicle Purchase,professional,1.0,1
13776,7181,115987,3653,8,91631,25,3,108871,8286,72725,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,0.4368,0
11021,6695,6694,2843,8,15012,20,3,18146,3391,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
6731,3196,30884,4209,35,103830,6,2,123193,1649,40758,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
19508,12022,109769,4946,32,22674,29,3,40772,11259,14331,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,0.1605,1
9031,5174,21319,1609,10,47176,23,2,52984,5112,41443,other,0.2,1,Agriculture,Working Capital,farmer,0.5688,0
7904,5183,69657,4012,30,26098,17,2,22239,0,3918,equipment,0.5,0,Agriculture,Working Capital,farmer,0.5475,0
12216,4848,290103,4180,43,392093,17,0,642822,16670,219875,property,1.0,1,Services,Vehicle Purchase,civil_servant,1.0,1
10326,5768,165264,7112,32,208564,31,4,327244,0,196014,equipment,0.5,0,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
5630,2423,98631,7272,32,57526,5,6,69546,1877,63670,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
19633,8609,129790,4505,10,214340,13,2,350190,10537,157608,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
6687,4241,25922,1369,18,20474,8,3,25257,0,1800,other,0.2,0,Construction,Business Expansion,construction,1.0,1
16716,10846,109174,546,10,210252,22,5,222274,11673,65522,savings,0.7,1,Transport,Equipment Purchase,transport_worker,1.0,1
18892,10728,117836,8713,17,286944,11,4,966720,16566,151263,property,1.0,1,Technology,Business Expansion,micro_entrepreneur,1.0,1
13819,6711,114059,9270,35,266934,31,2,383938,7874,463502,vehicle,0.8,1,Technology,Business Expansion,micro_entrepreneur,1.0,1
10118,4643,221516,3256,49,245995,34,0,412678,8059,186927,property,1.0,1,Services,Vehicle Purchase,civil_servant,1.0,1
8707,3089,254558,4367,36,140528,34,1,277315,0,200036,property,1.0,0,Services,Working Capital,civil_servant,0.5645,1
6282,3340,79868,4443,22,52961,16,2,79211,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
11457,4358,67483,8229,20,157896,32,2,379203,7931,338462,vehicle,0.8,1,Retail Trade,Education,civil_servant,0.607,1
7969,4334,61977,733,18,116356,24,2,230681,5687,121899,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
30003,15169,235429,3471,16,288611,17,2,362515,16011,657146,property,1.0,1,Other,Working Capital,civil_servant,1.0,1
13713,5927,113921,5430,19,194025,7,3,455787,8886,283934,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
18058,7918,146784,4722,11,270217,4,6,674150,0,261504,savings,0.7,0,Food & Beverage,Equipment Purchase,small_trader,1.0,1
16762,9499,38099,7137,14,107773,16,4,220835,17843,92647,other,0.2,1,Wholesale,Equipment Purchase,small_trader,0.6432,0
18542,10581,98022,2715,7,147558,21,4,331796,0,76746,equipment,0.5,0,Wholesale,Working Capital,small_trader,0.6858,0
3179,1558,99621,1145,21,171199,6,5,193870,0,83449,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
10874,5685,16983,1717,6,193282,17,3,271314,6609,37671,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
10512,5483,9271,1685,12,127687,3,6,140498,0,0,none,0.0,0,Construction,Equipment Purchase,construction,1.0,1
13252,8238,54407,4202,18,46858,11,5,67362,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
11080,7341,76720,3129,11,153430,17,3,176681,7159,38676,other,0.2,1,Construction,Business Expansion,construction,1.0,1
7229,5552,11249,1094,6,16343,5,5,12345,740,4144,other,0.2,1,Other,Medical Emergency,daily_laborer,1.0,1
14772,8136,55581,7881,34,32277,9,4,35004,10414,26659,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,0.3882,0
25588,13202,85733,1615,18,363006,32,2,827991,17281,789978,property,1.0,1,Services,Education,civil_servant,1.0,1
8248,3054,209145,1553,19,233031,26,3,373708,6080,199857,property,1.0,1,Other,Construction Project,civil_servant,1.0,1
41479,15453,325898,22320,57,487709,13,3,1592201,30380,698391,vehicle,0.8,1,Other,Education,professional,1.0,1
16121,11844,79454,3849,3,23826,5,3,38429,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
17233,9330,110058,7551,44,284901,8,1,414079,0,379257,equipment,0.5,0,Retail Trade,Working Capital,small_trader,1.0,1
23646,14531,33884,3944,25,240946,15,4,601714,11839,354028,other,0.2,1,Wholesale,Working Capital,small_trader,1.0,1
23614,8958,249003,8177,30,279428,13,1,796781,22905,173596,vehicle,0.8,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
12253,6519,49623,1293,45,325865,10,2,1019396,9254,383411,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,1.0,1
19036,10180,60207,6922,49,378736,28,3,1017920,24858,424038,property,1.0,1,Other,Education,civil_servant,1.0,1
14660,6635,50589,7772,45,53420,22,1,85788,13487,89593,property,1.0,1,Services,Business Expansion,micro_entrepreneur,0.32,1
6807,4916,29164,349,20,189236,12,2,184868,4417,83583,equipment,0.5,1,Construction,Equipment Purchase,construction,1.0,1
17496,9445,29587,3582,20,207908,14,0,345685,20267,320907,vehicle,0.8,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
20243,12205,57858,3922,41,121711,19,6,235488,0,145297,equipment,0.5,0,Retail Trade,Business Expansion,small_trader,0.707,1
5289,3111,29058,4791,6,47948,10,4,51749,3826,31266,equipment,0.5,1,Agriculture,Agricultural Input,farmer,1.0,1
22901,10014,120029,5249,20,264684,3,2,489755,19450,200403,other,0.2,1,Wholesale,Working Capital,small_trader,1.0,1
12317,6525,118323,5391,28,114647,10,5,175679,0,39364,savings,0.7,0,Transport,Working Capital,transport_worker,1.0,1
22392,10810,215599,17753,22,230242,32,2,787847,26951,249829,savings,0.7,1,Other,Business Expansion,professional,0.56,0
21612,11731,95046,4566,42,32161,8,6,68455,16539,10270,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,0.3245,0
4926,3976,19623,806,3,76416,8,2,91723,0,14529,other,0.2,0,Construction,Medical Emergency,daily_laborer,1.0,1
6381,3385,118794,4455,18,236919,10,3,708331,6878,117484,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,1.0,1
13845,8297,111392,5770,20,245389,4,1,368926,7081,319480,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
8854,4758,62769,4888,22,225437,21,4,375940,6928,125131,savings,0.7,1,Transport,Vehicle Purchase,transport_worker,1.0,1
27129,10428,292553,6212,19,96672,8,4,137240,36636,101326,property,1.0,1,Other,Working Capital,civil_servant,0.5645,1
21122,9831,41809,2791,38,156971,27,3,427288,19642,102851,vehicle,0.8,1,Services,Working Capital,civil_servant,1.0,1
6476,3350,18761,3033,11,90679,14,2,74372,3999,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
6114,3839,108291,4453,24,56588,9,6,133359,5103,50410,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
12087,6125,26021,1058,17,170932,20,4,257584,0,58442,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
8028,4319,44590,2498,14,36561,11,2,52285,5012,3101,other,0.2,1,Construction,Business Expansion,construction,0.64,1
10472,5793,86686,1483,35,126604,20,2,129155,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
2299,1972,9999,188,2,28917,4,7,23760,0,0,none,0.0,0,Construction,Working Capital,daily_laborer,1.0,1
8670,5538,75494,1514,12,114066,22,4,174775,0,65633,savings,0.7,0,Transport,Equipment Purchase,transport_worker,1.0,1
16657,11507,49600,5061,10,205651,21,1,267861,9462,230710,savings,0.7,1,Transport,Equipment Purchase,transport_worker,1.0,1
3728,3006,4805,1335,15,66946,7,8,89088,0,19653,other,0.2,0,Construction,Other,daily_laborer,1.0,1
13722,8057,71306,2766,17,180832,9,4,274712,3316,22155,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
26198,9440,178191,4520,26,160594,24,1,404513,14889,194593,vehicle,0.8,1,Retail Trade,Education,civil_servant,0.3095,0
20237,7213,105536,5817,40,130254,9,0,376819,21879,174082,property,1.0,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
23339,13427,88841,5031,42,277087,14,1,774051,12743,224322,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
18539,9720,23158,2893,47,289000,9,6,655546,6231,219709,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
7833,6407,13168,297,13,58495,9,4,33123,1770,0,none,0.0,1,Construction,Working Capital,daily_laborer,1.0,1
7149,5094,11482,985,1,49911,11,6,44315,0,4863,other,0.2,0,Services,Medical Emergency,daily_laborer,1.0,1
13496,6992,77032,11588,31,343110,24,3,885876,14080,568653,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,1.0,1
5130,3580,8716,637,11,46803,6,5,34720,563,838,other,0.2,1,Services,Working Capital,daily_laborer,1.0,1
14124,6772,174227,2319,44,117127,32,4,302231,9791,233531,equipment,0.5,1,Services,Business Expansion,micro_entrepreneur,0.2563,0
11522,7135,7320,2235,15,137188,9,5,260087,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
2300,1789,14969,1151,5,25811,11,6,15607,1148,0,none,0.0,1,Services,Other,daily_laborer,1.0,1
8917,4168,52824,1758,32,72889,10,0,220168,0,72053,vehicle,0.8,0,Services,Working Capital,micro_entrepreneur,1.0,1
14277,5367,99245,5230,44,53148,12,4,77833,19483,55419,vehicle,0.8,1,Retail Trade,Vehicle Purchase,civil_servant,0.3732,0
34066,15726,268311,3481,25,289132,31,4,557479,0,685610,vehicle,0.8,0,Retail Trade,Education,civil_servant,0.3945,0
21176,13105,52345,6982,42,234102,6,5,565950,12672,258267,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
5576,3005,31989,1127,28,57893,14,4,114540,1382,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
24159,9865,91170,1998,35,69249,7,3,164276,10383,101886,other,0.2,1,Food & Beverage,Business Expansion,small_trader,0.537,1
51246,19743,499708,12588,19,351402,38,3,931306,69715,789597,savings,0.7,1,Services,Business Expansion,professional,0.0925,0
18516,7908,121904,7184,19,234873,22,3,634290,14856,208860,property,1.0,1,Services,Working Capital,civil_servant,1.0,1
15703,9128,50030,5930,8,273371,23,3,386488,7331,132907,equipment,0.5,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
16188,7404,118195,10192,25,387143,19,4,600026,19417,944270,property,1.0,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
14981,9559,87070,3360,31,31352,12,7,32668,10080,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
4992,3119,70544,1509,5,27662,9,1,29894,0,4662,equipment,0.5,0,Construction,Business Expansion,construction,1.0,1
26628,15675,167857,4006,18,203475,27,5,323414,27291,356460,property,1.0,1,Services,Business Expansion,micro_entrepreneur,0.5112,1
47236,22680,107942,8836,56,759674,29,1,1676565,68070,1360814,savings,0.7,1,Other,Construction Project,professional,1.0,1
3190,1880,41048,2680,22,69539,11,6,128336,824,28349,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
4161,2949,28010,1250,11,17994,4,2,20086,1818,2848,other,0.2,1,Other,Other,daily_laborer,1.0,1
12867,7600,96616,1320,27,80289,11,3,117463,4120,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
19367,9979,18730,3222,30,198135,28,1,272579,17480,189964,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
22757,9934,41852,3240,33,107398,7,4,318558,30808,77088,savings,0.7,1,Other,Education,civil_servant,1.0,1
12817,8434,110622,2636,23,135160,29,5,258390,10776,41090,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
12085,8414,81941,2462,33,87871,15,4,117496,0,81129,equipment,0.5,0,Agriculture,Agricultural Input,farmer,1.0,1
14926,7476,105012,3830,46,187797,19,1,299712,12127,104278,savings,0.7,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
13839,9578,33277,3663,19,153860,17,3,211106,0,14009,equipment,0.5,0,Construction,Working Capital,construction,1.0,1
12196,6527,104822,5858,46,168775,11,6,331333,5046,233482,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
12575,6611,192357,2551,36,224706,26,2,447285,7469,233476,vehicle,0.8,1,Services,Business Expansion,micro_entrepreneur,1.0,1
28804,15461,82667,9546,21,55832,35,1,177141,30480,38148,equipment,0.5,1,Retail Trade,Working Capital,micro_entrepreneur,0.1712,0
15494,9200,42819,3284,7,289217,17,6,404396,14109,189375,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
18768,8196,230891,4134,20,59922,18,3,78183,0,59951,vehicle,0.8,0,Retail Trade,Vehicle Purchase,civil_servant,0.4795,0
7382,5168,9924,500,6,68465,11,4,62142,0,12263,other,0.2,0,Other,Working Capital,daily_laborer,1.0,1
13332,5849,103023,5903,13,268789,12,1,576922,0,358621,other,0.2,0,Retail Trade,Working Capital,small_trader,1.0,1
43504,18955,412877,17574,27,331970,44,0,1077923,0,573307,vehicle,0.8,0,Other,Construction Project,professional,0.3262,1
14353,7963,67566,3877,19,177984,20,2,427455,14940,74656,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
7395,5066,70548,1876,10,51268,16,1,72586,5618,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
31561,12480,244616,18964,40,271528,13,3,646594,30158,572921,property,1.0,1,Other,Business Expansion,professional,1.0,1
24331,12413,46456,6836,36,212343,21,5,302736,13995,282484,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
7115,3320,78585,6344,15,313602,30,3,907332,3081,201502,property,1.0,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
5736,3939,16768,640,8,54742,4,4,30844,0,12030,other,0.2,0,Construction,Working Capital,daily_laborer,1.0,1
15551,7226,17395,6027,11,104777,14,4,199167,9980,144385,savings,0.7,1,Wholesale,Business Expansion,small_trader,1.0,1
27292,13342,37632,9481,26,126129,20,4,210691,0,77368,equipment,0.5,0,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
3163,2835,1435,811,9,30000,8,8,28506,0,0,none,0.0,0,Construction,Other,daily_laborer,1.0,1
16251,8537,299010,5367,33,297166,32,2,566025,19429,165861,property,1.0,1,Retail Trade,Education,civil_servant,1.0,1
12541,7365,168272,9825,20,101619,15,5,206567,9572,72089,equipment,0.5,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
12709,6473,66493,692,11,120682,3,4,172053,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
3116,2122,15602,480,11,53805,4,7,70150,0,5179,other,0.2,0,Construction,Other,daily_laborer,1.0,1
21469,10168,219665,7376,12,150790,21,0,276115,12421,172532,savings,0.7,1,Retail Trade,Construction Project,civil_servant,0.5432,1
2797,1994,2221,201,5,6855,5,6,3846,0,0,none,0.0,0,Services,Medical Emergency,daily_laborer,1.0,1
13029,7795,40871,2138,45,78771,8,6,165581,13910,113220,other,0.2,1,Retail Trade,Working Capital,small_trader,1.0,1
53460,16877,373904,10646,59,276798,20,2,993100,66208,266162,vehicle,0.8,1,Technology,Business Expansion,professional,0.305,1
12805,5461,103862,2879,30,185578,18,5,328784,13492,155629,other,0.2,1,Retail Trade,Working Capital,small_trader,1.0,1
10063,4084,281186,4157,49,335298,20,1,674024,13981,515291,vehicle,0.8,1,Other,Working Capital,civil_servant,1.0,1
18865,11362,78454,2803,17,28838,16,4,41007,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
9701,4913,47403,655,20,154215,9,3,260171,3148,0,none,0.0,1,Construction,Business Expansion,construction,1.0,1
7218,4218,79863,3354,21,188355,8,2,180344,0,11407,equipment,0.5,0,Construction,Business Expansion,construction,1.0,1
38285,17943,246320,12533,55,482139,32,1,1455725,36645,1440755,savings,0.7,1,Technology,Construction Project,professional,0.475,0
17937,8470,165136,4785,38,335199,31,5,854576,22275,168362,property,1.0,1,Technology,Equipment Purchase,micro_entrepreneur,1.0,1
7372,5823,9473,1139,9,20402,8,8,27392,0,5299,other,0.2,0,Services,Working Capital,daily_laborer,1.0,1
17954,10927,6834,1641,5,37466,7,1,54601,5415,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
